Title,Details,Maplink,Description,Link
Music of the World: Souad Massi,"  Datum: 15. 02. 2024 ob 19:30
  Kraj: Ljubljana, Cankarjev dom 
  Tip: Glasbene prireditve
  Opomba: Za več informacij in nakup vstopnic obiščite spletno stran organizatorja. 
","https://www.google.com/maps/dir/Current+Location/46.0527,14.4993","
Souad Massi velja za enega najlepših ženskih glasov Severne Afrike.
 Souad Massi velja za enega najlepših ženskih glasov Severne Afrike. Njene pesmi, ki jih žene neomajna odločenost, da spregovori za tisto, kar najbolj ceni: svobodo in pravičnost, so prepojene z ljubeznijo, altruizmom in pogumom, s stalno voljo, da izkorenini nestrpnost. Pravijo, da je Tracy Chapman iz Magreba, a lahko bi dodali, da v sebi nosi tudi karizmo Jane Birkin.",https://www.cd-cc.si/kultura/glasba/souad-massi
Ástor Piazzolla: María de Buenos Aires,"  Datum: 15. 02. 2024 ob 19:30
  Kraj: Ljubljana, SNG Opera in balet Ljubljana 
  Tip: Kulturne prireditve
  Opomba: Za več informacij in nakup vstopnic obiščite spletno stran organizatorja. Cene vstopnic od: 10 – 45 € 
","https://www.google.com/maps/dir/Current+Location/46.4198,14.5004","
Balet María de Buenos Aires je v smislu glasbenega žanra nekonvencionalna stvaritev. Skladatelj jo je označil za operito, kar naj bi pomenilo »manjše glasbeno delo«.
 Balet María de Buenos Aires je v smislu glasbenega žanra nekonvencionalna stvaritev. Skladatelj jo je označil za operito, kar naj bi pomenilo »manjše glasbeno delo«. María je Buenos Aires in je balet, pravi Ferrer. To se odraža v libretu, ki združuje ulični sleng takratnega kriminalnega življenja ter biblične in obredne reference. V operiti smo priča Maríinemu rojstvu, smrti in njenemu vstajenju. María pa je predvsem poosebljena ženskost, ki kljub okolju v sebi ostaja nepokvarjena, čista. Za slovensko občinstvo bo María de Buenos Aires uprizorjena prvič. Predstava v koreografiji Renata Zanelle ter režiji Yulie Kristoforove bo povezala in poenotila ples, besede in petje v umetniško delo, ki bo brisalo razdaljo med občinstvom in umetnikom. Glasbeni vodja: Ayrton DesimpelaereGlasbeni vodja orkestra: Marko HatlakKoreograf: Renato ZanellaRežiserka: Yulia Kristoforova",https://www.opera.si/sl/program/predstava/balet/maria-de-buenos-aires/?d=2076
Razširjeni vid,"  Datum: 16. 02. 2024 - 26. 05. 2024 
  Kraj: Ljubljana, Cukrarna 
  Tip: Glasbene prireditve, Kulturne prireditve
","https://www.google.com/maps/dir/Current+Location/46.05,14.5199","
Od ljubezni se zvrti, na razstavi Razširjeni vid pa se vam bo zazdelo, da so vam spodnesli tla pod nogami. 
 Od ljubezni se zvrti, na razstavi Razširjeni vid pa se vam bo zazdelo, da so vam spodnesli tla pod nogami.  Na skupinski razstavi slovenskih umetnikov in umetnic Razširjeni vid bodo na ogled dela avtorjev, ki bodo zmedli vaše čute. Vabljeni v Cukrarno in uglejte svet na drugačen način!",https://cukrarna.art/sl/program/
Valentinov ples v Pionirskem domu,"  Datum: 16. 02. 2024 ob 20:00
  Kraj: Ljubljana 
  Tip: Glasbene prireditve, Zabavne prireditve
  Kontakt: 01 234 82 00 tajnistvo@pionirski-dom.si 
  Opomba: Cena: 15,00 € 
","https://www.google.com/maps/dir/Current+Location/46.0612,14.5101","
Zavrtita se v ritmu angleškega in dunajskega valčka, tanga, foxtrota, disco foxa, sambe, cha cha cha-ja, rumbe, jivea, salse, bachate in mamba.
 Zavrtita se v ritmu angleškega in dunajskega valčka, tanga, foxtrota, disco foxa, sambe, cha cha cha-ja, rumbe, jivea, salse, bachate in mamba. Februar je mesec ljubezni, saj praznujemo dan, ko si zaljubljenci izkazujejo ljubezen in se, po starem izročilu, ženijo ptički. Vabljeni, da svojega Valentina presenetite in pripeljete na Valentinov ples v Festivalno dvorano, kjer se skupaj zavrtita. Za ljubezensko vzdušje bo poskrbel DJ Roman, za romantično presenečenje pa Pionirski dom.",https://www.pionirski-dom.si/novice/valentinov-ples
Pop nation v klubu Tiffany,"  Datum: 16. 02. 2024 ob 23:00
  Kraj: Ljubljana, Tiffany 
  Tip: Kulturne prireditve, Zabavne prireditve
","https://www.google.com/maps/dir/Current+Location/46.0573,14.5173","
Sproščena in priljubljena petkova zabava, kjer so LGBT+ osebe lahko to kar so.
 Sproščena in priljubljena petkova zabava, kjer so LGBT+ osebe lahko to kar so. Svobodni in sproščeni ljudje, ki se zabavajo pod ponosno mavrično zastavo. Zato se nam pridruži v petek tudi ti! Sing it! Dance it! Love it!",https://www.kulturnicenterq.org/
Kdo je pravi olimpijski zmagovalec: ljubezen ali šport?,"  Datum: 17. 02. 2024 ob 11:00
  Kraj: Ljubljana, Muzej novejše in sodobne zgodovine Slovenije 
  Tip: Kulturne prireditve
  Opomba: Za več informacij obiščite spletno stran organizatorja. 
","https://www.google.com/maps/dir/Current+Location/46.05,14.4952","
Je edini zmagovalec olimpijskih iger res športnik z osvojeno olimpijsko medaljo, ali so zmagovalke tudi zgodbe, ki so se spisale ob največjem športnem dogodku?
 Je edini zmagovalec olimpijskih iger res športnik z osvojeno olimpijsko medaljo, ali so zmagovalke tudi zgodbe, ki so se spisale ob največjem športnem dogodku? Je olimpijska maskota Vučko služila zgolj propagandi, ali se ji je uspelo s svojo simpatičnostjo zapisati v srca številnih ljudi? Na vodstvu po občasni razstavi bomo predstavili olimpijske zgodbe in ljudi, ki so zaradi svoje ljubezni in predanosti športu, v času olimpijskih iger v Sarajevu leta 1984 poskrbeli, da je vse teklo gladko.",https://www.muzej-nz.si/si/dogodki/2024/02/17/1917-Kdo-je-pravi-olimpijski-zmagovalec-ljubezen-ali-sport
Buč Kesidi,"  Datum: 17. 02. 2024 ob 20:00
  Kraj: Ljubljana, Kino Šiška - Center urbane kulture 
  Tip: Glasbene prireditve
","https://www.google.com/maps/dir/Current+Location/46.0689,14.4889","
V Ljubljano se vrača Buč Kesidi, plesno zastavljen rokenrol dvojec iz Srbije, ki velja za eno najbolj vznemirljivih sodobnih zasedb v regiji.
 V Ljubljano se vrača Buč Kesidi, plesno zastavljen rokenrol dvojec iz Srbije, ki velja za eno najbolj vznemirljivih sodobnih zasedb v regiji. Kitarist Luka Racić in bobnar Zoran Zarubica sta Buč Kesidi ustanovila v Pančevu leta 2014 z namenom pretresti domačo glasbeno sceno s sodobnimi rokenrol zvoki. S prvencem Posesivno-olspulsivni hospul, na katerem najdemo uspešnici »Kafe aparat« in »Draga?« sta glasbenika opozorila nase, na nadaljnjih singlih, s katerimi sta napovedovala drugi album, pa se dokončno prebila med širše poslušalstvo.",https://www.kinosiska.si/dogodek/buc-kesidi-2/
Olga Kulčinska & Gaëlle Arquez & Francesco Demuro & Riccardo Zanellato & Roberto Abbado,"  Datum: 19. 02. 2024 ob 19:30
  Kraj: Ljubljana, Cankarjev dom 
  Tip: Festivali, Glasbene prireditve, Kulturne prireditve
  Kontakt: Festival Ljubljana +386 (0)1/241 60 00 info@ljubljanafestival.si 
","https://www.google.com/maps/dir/Current+Location/46.05,14.4993","
Vljudno vabljeni na koncert 7. Zimskega festivala, na katerem bodo nastopili sopranistka Olga Kulčinska, mezzosopranistka Gaëlle Arquez, tenorist Francesco Demuro, basist Riccardo Zanellato in dirigenta Roberta Abbada. 
 Vljudno vabljeni na koncert 7. Zimskega festivala, na katerem bodo nastopili sopranistka Olga Kulčinska, mezzosopranistka Gaëlle Arquez, tenorist Francesco Demuro, basist Riccardo Zanellato in dirigenta Roberta Abbada.  Rossinijeva kantata Stabat Mater, ki velja za eno najpomembnejših verskih skladb 19. stoletja, je premiero doživela leta 1842 v Parizu. Skladatelj je v svoji značilni operni mojstrski spretnosti združil spektakularne vokalne pasaže s subtilno orkestracijo, kar ustvarja čudovito vzdušje globokih religioznih občutij. Čeprav Stabat Mater ni bilo prvo Rossinijevo versko delo, je postalo eno njegovih najbolj priljubljenih, poleg originalne verzije pa so kasneje nastale tudi priredbe drugih skladateljev, ki so dopolnile in prilagodile partituro za različne izvajalce ter zasedbe. Busoni je navdih za svojo suito Turandot našel v kitajski zgodbi Turandot, ki je bila osnova za Puccinijevo znamenito istoimensko opero. Orkestrska suita je ugledala luč sveta leta 1905 in istega leta doživela premiero v Berlinu pod Busonijevim vodstvom. Od takrat velja za eno njegovih najbolj prepoznavnih del, v njem pa je moč zaznati tudi skladateljevo klavirsko bravuroznost in bogato zvočno paleto, ki slika azijske prizore iz zgodbe. Zasedbo mednarodno priznanih solistov, sopranistko Olgo Kulčinsko, mezzosopranistko Gaëlle Arquez, tenorista Francesca Demura, basista Riccarda Zanellata, Orkester Slovenske filharmonije in Komorni zbor Megaron bo vodil italijanski dirigent Roberto Abbado, ki prihaja iz glasbene družine; njegov oče je bil pianist in skladatelj Marcello Abbado, njegov stric pa dirigent Claudio Abbado. Od leta 2018 deluje kot glasbeni direktor Festivala Verdi v Parmi. Program: 
G. Rossini: Stabat Mater za soliste, zbor in orkester 
F. Busoni: Turandot, izbor iz suite, op. 41 ",https://ljubljanafestival.si/event/solisti-olga-kulcinska-sopran-gaelle-arquez-mezzosopran-francesco-demuro-tenor-riccardo-zanellato-bas-dirigent-roberto-abbado/
O minevanju in trajanju – s poezijo in likovno umetnostjo,"  Datum: 21. 02. 2024 ob 18:00
  Kraj: Ljubljana, Galerija DLUL 
  Tip: Kulturne prireditve
  Opomba: Za več informacij obiščite spletno stran organizatorja. 
","https://www.google.com/maps/dir/Current+Location/46.0461,14.505","
Likovno-literarni diptih, ki ga je leta 2020 izdalo Književno društvo Hiša poezije, bodo s pogovorom in branjem predstavili akademski slikar Jožef Muhovič, pesnik Milan Dekleva in urednik Ivan Dobnik.
 Likovno-literarni diptih, ki ga je leta 2020 izdalo Književno društvo Hiša poezije, bodo s pogovorom in branjem predstavili akademski slikar Jožef Muhovič, pesnik Milan Dekleva in urednik Ivan Dobnik. Prva, nočna ali lunarna zbirka, ima naslov in vsi so očarani z mesečino (okrog pesmi), druga, dnevna ali sončeva zbirka pa Zora in čriček. Knjigi je v dialogu s poezijo z likovnimi deli dopolnil akademski slikar Jožef Muhovič, diplomirani filozof, redni profesor za likovno teorijo na ALUO v Ljubljani in izredni član SAZU.",https://www.dlul-drustvo.si/2023/10/28/o-minevanju-in-trajanju-s-poezijo-in-likovno-umetnostjo/
"Olga Kern, klavir","  Datum: 21. 02. 2024 ob 19:30 - 20. 02. 2024 ob 19:30
  Kraj: Ljubljana, Slovenska filharmonija 
  Tip: Festivali, Glasbene prireditve, Kulturne prireditve
  Kontakt: Festival Ljubljana +386 (0)1/241 60 00 info@ljubljanafestival.si 
","https://www.google.com/maps/dir/Current+Location/46.05,14.4993","
Vljudno vabljeni na koncert 7. Zimskega festivala, na katerem bo nastopila pianistka Olga Kern.
 Vljudno vabljeni na koncert 7. Zimskega festivala, na katerem bo nastopila pianistka Olga Kern. Pianistka Olga Kern je priznana kot ena največjih umetnic svoje generacije, zaradi očarljive odrske prezence in tehnične muzikalnosti pa ji je naklonjeno tako občinstvo kot kritiki. Kariero v ZDA je začela z zgodovinsko zlato medaljo na Mednarodnem klavirskem tekmovanju Van Cliburn v Fort Worthu v Teksasu kot prva ženska, ki ji je to uspelo v več kot tridesetih letih, ter z zmago na Mednarodnem tekmovanju Sergeja Rahmaninova. Od takrat redno koncertira s priznanimi orkestri, kot so Simfonični orkester iz Baltimora, Detroitski simfonični orkester, Nacionalni simfonični orkester iz Washingtona, Filharmonični orkester milanske Scale, Simfonični orkester iz Pittsburgha, Orkester Moskovske filharmonije, Kraljevi škotski nacionalni orkester, Orkester Češke filharmonije, Simfonični orkester NHK iz Tokia, Filharmonični orkester otoka Gran Canario, Orkester Stuttgartske filharmonije idr. Olga je bila predsednica žirije več odmevnih klavirskih tekmovanj, prav tako pa tudi sama deluje kot umetniška vodja lastnega Mednarodnega klavirskega tekmovanja Olga Kern. Od leta 2017 redno poučuje na prestižni Univerzi za glasbo na Manhattnu, v letu 2019 pa je bila imenovana za umetniško vodjo komorne glasbe Connie and Marc Jacobson na Festivalu Virginia Arts (ZDA). Od leta 2017 Olga redno poučuje na prestižni Univerzi za glasbo na Manhattnu, v letu 2019 pa je bila imenovana za umetniško vodjo komorne glasbe Connie and Marc Jacobson na Festivalu Virginia Arts (ZDA). Skupaj z bratom dirigentom in skladateljem Vladimirjem Kernom je ustanovila mednarodno fundacijo Aspiration, katere cilj je finančna in umetniška pomoč glasbenikom po vsem svetu. Njene diskografije obsegajo dela P. I. Čajkovskega, S. Rahmaninova, F. Chopina, J. Brahmsa in D. Šostakoviča. Program: 
L. van Beethoven: Variacije na Salierijevo temo 
R. Schumann: Karneval, op. 9 
G. Gershwin: Trije preludiji za klavir 
G. Gershwin: “Fascinating Rhythm” 
S. Rahmaninov: Izbor treh skladb iz Moments musicaux, op. 16, Etudes-Tableaux, op. 33, Morceaux de fantaisie, op. 3 
S. Rahmaninov: Variacije na Corellijevo temo, op. 42 
A. Skrjabin: Etude, op. 42 (izbor) 
M. Balakirev: Islamej, orientalska fantazija, op. 18 ",https://ljubljanafestival.si/event/olga-kern-klavir/
Lidia Rodriguez & Vicente Campos & Miguel Á. Navarro & Ensemble Dissonance,"  Datum: 21. 02. 2024 ob 19:30
  Kraj: Ljubljana, Slovenska filharmonija 
  Tip: Festivali, Glasbene prireditve, Kulturne prireditve
  Kontakt: Festival Ljubljana +386 (0)1/241 60 00 info@ljubljanafestival.si 
","https://www.google.com/maps/dir/Current+Location/46.0652,14.5049","
Vljudno vabljeni na koncert 7. Zimskega festivala, na katerem bodo nastopili: Lidia Rodriguez, Vicente Campos, Miguel Á. Navarro in  Ensemble Dissonance.
 Vljudno vabljeni na koncert 7. Zimskega festivala, na katerem bodo nastopili: Lidia Rodriguez, Vicente Campos, Miguel Á. Navarro in  Ensemble Dissonance. S koncertoma za trobento se bo predstavil španski virtuoz Vicente Campos, ki je po končanem študiju v Valencii osvojil številne nagrade za svoje glasbene dosežke, med njimi tudi prestižno prvo nagrado Mariano Puig. Campos je eden vodilnih španskih trobentačev, dobitnik nacionalne nagrade za glasbo leta 2005, solist v Simfoničnem orkestru iz Valencie in član Trobilnega kvinteta. Je profesor za trobento in vodja oddelka na Konservatoriju v mestu Castellón. Pevka Lidia Rodgriguez Gonzalez, rojena v španskem mestu Paradas, se je flamenku profesionalno posvetila že pri 18 letih. Kot članica simfoničnega orkestra OSFE je osvojila številne nagrade in nastopila na različnih festivalih. Miguel A. Navarro, priznan glasbenik, profesor in dirigent, je sodeloval pri več kot 30 albumih z vodilnimi imeni iz sveta klasične glasbe, kot so Luciano Pavarotti, Alfredo Kraus in Charles Dutoit. Poučeval je na Kraljevi akademiji za glasbo v Londonu in Univerzi v Solunu ter dirigiral orkestrom, kot so Solunski filharmoniki, Orkestra iz Valencie in London Covent Garden Soloists. Program: 
G. Torelli: Koncert za trobento v D-duru 
E. Granados: Intermezzo iz Goyescas 
T. Albinoni: Koncert za trobento v B-duru 
M. de Falla: Ljubezenski urok, baletna suita ",https://ljubljanafestival.si/event/lidia-rodriguez-vokal-vicente-campos-trobenta-dirigent-miguel-a-navarro/
Maksim Vengerov & Vag Papian,"  Datum: 22. 02. 2024 ob 19:30
  Kraj: Ljubljana, Slovenska filharmonija 
  Tip: Festivali, Glasbene prireditve, Kulturne prireditve
  Kontakt: Festival Ljubljana +386 (0)1/241 60 00 info@ljubljanafestival.si 
","https://www.google.com/maps/dir/Current+Location/46.05,14.4993","
Vljudno vabljeni na koncert 7. Zimskega festivala, na katerem bosta nastopila Maksim Vengerov in Vag Papian.
 Vljudno vabljeni na koncert 7. Zimskega festivala, na katerem bosta nastopila Maksim Vengerov in Vag Papian. Violinist svetovnega kova Maksim Vengerov, ki se je začel glasbeno udejstvovati že pri petih letih, se lahko pohvali z impresivnim nizom več kot 3000 koncertov, ki so zaznamovali njegovo pot po vsem svetu. Njegovo prvo studijsko ploščo je pri zgolj desetih letih izdala založba Melodia, danes pa njegova diskografija šteje več kot 40 zgoščenk. Maxim je prav tako znan kot izjemen pedagog, ki od leta 2005 svoje znanje deli s študenti na Kraljevi akademiji za glasbo v Londonu. Leta 1997 je bil priznan kot prvi klasični glasbenik, ki je postal ambasador dobre volje Unicefa, leta 2004 pa je postal nagrajenec BRIT Classical. Vag Papian, pianist in dirigent, je kariero začel leta 1979 po zmagi na mednarodnem tekmovanju Vianna da Motta v Lizboni ter kasneje diplomiral na slovitem Moskovskem državnem konservatoriju P. I. Čajkovskega. Leta 1984 je na povabilo Valerija Gergijeva postal prvi dirigent Armenskega filharmoničnega orkestra in kasneje tudi njegov umetniški vodja ter glavni dirigent. Do danes je dirigiral številnim priznanim orkestrom po svetu, kot koncertni partner pa redno sodeluje z Maksimom Vengerovom. Skupaj sta nastopila že na številnih odrih po Evropi, ZDA in na Daljnem vzhodu ter posnela zgoščenko za založbo EMI Classic. Vag trenutno deluje kot gostujoči dirigent v Armenskem narodnem opernem in baletnem gledališču in profesor na telavivski Akademiji za glasbo Samuel Rubin Program: J. Brahms: Scherzo za violino in klavir v c-molu, WoO posth. 2 (III stavek iz F-A-E sonate) C: Franck: Sonata za violino in klavir v A-duru, FWV 8 *** A. Shor: Violinska sonata št. 1 S. Prokofiev: Sonata za violino in klavir št. 2 v D-duru, op. 94bis",https://ljubljanafestival.si/event/maksim-vengerov-violinavag-papian-klavir/
Zaključek 7. Zimskega festivala,"  Datum: 23. 02. 2024 ob 19:30
  Kraj: Ljubljana, Slovenska filharmonija 
  Tip: Festivali, Glasbene prireditve, Kulturne prireditve
  Kontakt: Festival Ljubljana +386 (0)1/241 60 00 info@ljubljanafestival.si 
","https://www.google.com/maps/dir/Current+Location/46.05,14.4993","
Vljudno vabljeni na koncert 7. Zimskega festivala, na katerem bosta nastopila Rok Zaletel Černoš in Žive Ploj Peršuh.
 Vljudno vabljeni na koncert 7. Zimskega festivala, na katerem bosta nastopila Rok Zaletel Černoš in Žive Ploj Peršuh. Brahmsove Variacije na Haydnovo temo, ki so nastale kot oda Josephu Haydnu, so prelomno skladateljevo delo, saj gre za prvo delo za veliki orkester brez solista, zato variacije lahko razumemo kot pripravo na pravi simfonični “podvig”, Prvo simfonijo, ki je nastala tri leta kasneje. Vsaka variacija prinaša unikaten značaj in glasbeno barvitost, pri čemer v ospredju ohranja osnovno temo. Eden najpomembnejših glasbenih virtuozov Henryk Wieniawski je naročilo za Koncert za violino št. 1 dobil od ruskih plemičev, kar je potrjevalo njegov ugled skladatelja in violinista. Delo je napisal med bivanjem v Rusiji, v njem pa se izražajo bogate melodične linije, tehnično zahtevni vložki ter strastne pasaže. Beethoven je Simfonijo št. 3, bolj znano kot “Eroica”, ustvaril v obdobju, ko je izgubljal sluh. Ta osebna stiska je verjetno prispevala k intenzivnosti in globini izraza v simfoniji, ki je poleg svoje revolucionarnosti v razvoju simfonične glasbe vplivala tudi na kasnejše generacije skladateljev. 7. Zimski festival bodo tako sklenila dela treh mojstrov iz zakladnice klasičnih del v izvedbi Slovenskega mladinskega orkestra pod vodstvom dirigentke Žive Ploj Peršuh. Vsestranska dirigentka in ustanoviteljica ter umetniška vodja orkestra deluje s širokim simfoničnim in opernim repertoarjem, z veseljem pa vodi tudi žanrsko raznolike projekte. Orkester, ki zapolnjuje vrzel med formalnim izobraževanjem in realnostjo poklica, mladim glasbenikom omogoči iz prve roke spoznati vse vidike življenja poklicnega glasbenika. Kot solist se bo s Prvim violinskim koncertom H. Wieniawskega predstavil Rok Zaletel Černoš, ki se je letos kot prvi slovenski violinist udeležil prestižnega Mednarodnega tekmovanja P. I. Čajkovski v Moskvi. Rok je diplomiral na Akademiji za glasbo v Ljubljani v razredu prof. Vasilija Meljnikova in že v času študija prejel poleg številnih drugih nagrad tudi Prešernovo. Kot štipendist Mestne občine Ljubljana pa trenutno študij nadaljuje na Univerzi za glasbo in upodabljajočo umetnost na Dunaju. Univerzi za glasbo in upodabljajočo umetnost na Dunaju, pri prof. A. Sorokovu. Program:
J. Brahms: Variacije na Haydnovo temo v B-duru, op. 56a 
H. Wieniawski: Koncert za violino št. 1 v fis-molu, op. 14 
L. van Beethoven: Simfonija št. 3 v Es-duru, op. 55, “Eroica”",https://ljubljanafestival.si/event/rok-zaletel-cernos-violina-dirigentka-ziva-ploj-persuh/
PLESNA DELAVNICA SOLO SALSA PARTY,"  Datum: 02. 03. 2024 ob 17:00
  Kraj: Ljubljana 
  Tip: Zabavne prireditve
  Opomba: Prijavite se do 28. 2. tukaj in se prepustite salsa vročici! Cena: 30 € 
","https://www.google.com/maps/dir/Current+Location/46.0935,14.5168","
Čutite ritem salse v srcu? Želite plesati, a nimate partnerja? Ne skrbite! 
 Čutite ritem salse v srcu? Želite plesati, a nimate partnerja? Ne skrbite!  Na tej delavnici se ples začne in konča z vsakim posameznikom, vendar obdan z energijo novih plesnih navdušencev.",https://dogodkizasamske.si/o-dogodkih/solo-salsa-party-za-samske.html
Z mladimi po LGBTIQ+ Ljubljani,"  Datum: 05. 03. 2024 ob 16:00
  Kraj: Ljubljana, Mestna hiša (Magistrat, Rotovž) 
  Tip: Kulturne prireditve
  Opomba: Tura bo izvedena v angleškem jeziku. Če imate glede dostopnosti ture več vprašanj se lahko obrnete na naslov info@ljubljanapride.org in potrudile_i se bodo turo prilagoditi vašim potrebam. 
","https://www.google.com/maps/dir/Current+Location/45.5399,14.4729","
Na dogodku se boste lahko sprehodili po Ljubljani z LGBTIQ+ mladimi, spoznali drobce zgodovine LGBTIQ+ skupnosti in gibanja pri nas, obiskali ikonične lokacije, ki so krojile zgodovino in spoznali aktualno stanje LGBTIQ+ aktivizma v Ljubljani
 Na dogodku se boste lahko sprehodili po Ljubljani z LGBTIQ+ mladimi, spoznali drobce zgodovine LGBTIQ+ skupnosti in gibanja pri nas, obiskali ikonične lokacije, ki so krojile zgodovino in spoznali aktualno stanje LGBTIQ+ aktivizma v Ljubljani Sprehodi se po mestu z LGBTIQ+ mladimi in v duhu LUV festa 2024 spoznaj drobce zgodovine LGBTIQ+ skupnosti in gibanja pri nas, obišči ikonične lokacije, ki so krojile zgodovino in spoznaj aktualno stanje LGBTIQ+ aktivizma v Ljubljani. LGBTIQ+ tura po Ljubljani traja približno dve uri in vključuje počasnejšo hojo po ljubljanskem mestnem jedru. Če imate glede dostopnosti ture več vprašanj se lahko obrnete na naslov info@ljubljanapride.org in potrudile_i se bodo turo prilagoditi vašim potrebam. V sodelovanju z LGBTIQ+ organizacijami, aktivisti in posamezniki, ki so pomembno prispevali k prelomnim dogodkom v boju za LGBTIQ+ pravice v preteklih 20. letih, letos edinstven ogled Ljubljane skozi mavrična očala organizirajo tudi za širše občinstvo. Na raziskovanje vas bodo popeljali njihovi mladi prostovoljci.",https://www.visitljubljana.com/sl/obiskovalci/nacrtujte-svoj-obisk/prireditve/z-mladimi-po-lgbtiq-ljubljani/
"Gašper Poprijan, tuba & Mia Kristan, tolkala (10. koncert Mednarodnega glasbenega cikla Mladi virtuozi)","  Datum: 07. 03. 2024 ob 19:00
  Kraj: Ljubljana, Viteška dvorana Križank 
  Tip: Festivali, Glasbene prireditve, Kulturne prireditve
  Kontakt: Festival Ljubljana +386 (0)1/241 60 00 info@ljubljanafestival.si 
","https://www.google.com/maps/dir/Current+Location/46.0464,14.5032","
Gašper Poprijan je 20-letni tubist, ki prihaja iz velike glasbene družine. Glasbeno pot je začel z učenjem igranja pozavne, po treh letih pa se je preusmeril v igranje tube in se kmalu po začetku izobraževanja včlanil v Pihalni orkester Zarja Šoštanj. Izjemne rezultate je dosegal kot solist ali član skupine. Trenutno je študent prvega letnika Akademije za glasbo Univerze v Ljubljani, kjer danes študira pri prof. Josefu Steinböcku.
 Gašper Poprijan je 20-letni tubist, ki prihaja iz velike glasbene družine. Glasbeno pot je začel z učenjem igranja pozavne, po treh letih pa se je preusmeril v igranje tube in se kmalu po začetku izobraževanja včlanil v Pihalni orkester Zarja Šoštanj. Izjemne rezultate je dosegal kot solist ali član skupine. Trenutno je študent prvega letnika Akademije za glasbo Univerze v Ljubljani, kjer danes študira pri prof. Josefu Steinböcku. Mia Kristan se je po opravljenem prvem letniku na Akademiji za glasbo v Ljubljani odločila za nadaljevanje študija v tujini, in sicer na Konservatoriju za glasbo Giuseppe Tartini v Trstu. Poleg solističnega udejstvovanja priložnostno sodeluje tudi v različnih komornih skupinah in orkestrih. Med šolanjem se je udeležila številnih državnih in mednarodnih tekmovanj npr. leta 2020 in 2023 je na državnem tekmovanju TEMSIG prejela prvo nagrado in zlato plaketo.",https://ljubljanafestival.si/event/gasper-poprijan-tuba-mia-kristan-tolkala/
Pozdrav pomladi z Gregorčki,"  Datum: 11. 03. 2024 ob 13:00
  Kraj: Ljubljana 
  Tip: Kulturne prireditve, Ostale prireditve
  Opomba: V primeru dežja bo program potekal v Slovenskem etnografskem muzeju. Podrobnejši program je na voljo v PDF dokumentu. 
","https://www.google.com/maps/dir/Current+Location/46.0434,14.5023","
Pozdrav pomladi - Gregorčki je brezplačna prireditev, s katero se spominjamo starega ljudskega običaja, ko so se obrtniki s spuščanjem lesenih cokel z gorečimi svečkami po potokih simbolično poslovili od zime in se veselili, da s prihodom pomladi pri delu ne bodo več potrebovali luči.
 Pozdrav pomladi - Gregorčki je brezplačna prireditev, s katero se spominjamo starega ljudskega običaja, ko so se obrtniki s spuščanjem lesenih cokel z gorečimi svečkami po potokih simbolično poslovili od zime in se veselili, da s prihodom pomladi pri delu ne bodo več potrebovali luči. Po starem julijanskem koledarju se pomlad namreč pričenja na dan svetega Gregorja, 12. marca, zato bodo na predvečer svetega Gregorja, 11. marca 2023 med 13. in 20. uro, otroci s starši na Eipprovi ulici v Trnovem po Gradaščici spustili različno oblikovane ladjice s svečkami, poimenovane barčice svetega Gregorja ali Gregorčki. Gregorjevo je tudi praznik zaljubljencev, saj se po ljudskem izročilu na ta dan “ptički ženijo“, namen prireditve pa je med drugim tudi oživljanje kulturne podobe starega mestnega jedra, saj je prizorišče dogodka (obrežje Gradaščice in Trnovski most) namreč del arhitekturne zapuščine Jožeta Plečnika. Danes Gregorjevo otrokom prinaša veliko veselja, hkrati pa prikaz etnografskih značilnosti bogati kulturno in turistično ponudbo Ljubljane. Prireditev, ki jo organizira Staroljubljanski zavod za kulturo ob podpori Turizma Ljubljana, vsako leto privabi več kot 2000 otrok in staršev. Pri zasnovi prireditve je posebna pozornost namenjena razvoju kreativnosti otrok in varovanju okolja. Cilj je izdelovanje Gregorčkov iz biološko razgradljivih in ekoloških odpadnih materialov, zato je organizator pristopil k organizaciji likovnih delavnic, na katerih muzejski kustosi, pedagogi likovnega in tehničnega pouka, vzgojitelji v vrtcih in študenti umetnosti izobražujejo otroke ter pomagajo pri izdelavi ladjic. Delavnice potekajo po številnih šolah in vrtcih, v Etnografskem muzeju in v Botaničnem vrtu v Ljubljani, pa tudi na sami prireditvi. Del delavnic in same prireditve so tudi aktivnosti za ekološko osveščanje udeležencev: pred dogodkom poteka čiščenje struge in bregov Gradaščice, po prireditvi pa organizator plavajoče ladjice pred izlivom Gradaščice v Ljubljanico tudi polovi in jih odloži v za to namenjene zabojnike.",https://www.visitljubljana.com/sl/obiskovalci/nacrtujte-svoj-obisk/prireditve/pozdrav-pomladi-z-gregorcki/
