Name,Date,Details,Description
"Ophéliejino odkrivanje Škofje Loke skozi oči Toneta Mlakarja, razstava fotografij mesta med letoma 1950 in 1970 in leta 2022",10. maj 2024,"Škofja Loka Okrogli stolp, Loški muzej Škofja Loka Kulturni dogodek ","Razstava predstavlja podobe škofjeloške stavbne in urbanistične kulturne dediščine nekoč in danes. Vključuje nabor fotografij iz arhiva Toneta Mlakarja, ki je več kot pet desetletij beležil kroniko Škofje Loke, njene arhitekture in prebivalcev, urbane in podeželske kulturne krajine. Barvne fotografije na razstavi je posnela Ophélie Chapuis iz Francije, študentka umetnostne zgodovine, kulturnega posredovanja in kuriranja razstav na Univerzi v Toursu, ki je bila prostovoljka v okviru Zavoda O v Škofji Loki. V tem času je delala tudi v Loškem muzeju, kjer sta ji nekdanji vodja projektov Branka Gradišar in kustosinja Nina Misson predlagali, da med digitaliziranjem arhiva Toneta Mlakarja pripravi izbor fotografij Škofje Loke in izbrane fotografije tudi sama poustvari. V muzeju smo želeli s tem hkrati spodbuditi drugačne načine raziskovanja stavbne dediščine Škofje Loke: Ophélie Chapuis, le kratek čas živeča v Loki, tako rekoč turistka, se je odpravila po mestnih ulicah v iskanju zgodovine, ki jo je v objektiv ujel Tone Mlakar.

Vabljeni!

Foto: 
Levo: Tone Mlakar, Cerkev Marije Brezmadežne, ok. 1960
Desno: Ophélie Chapuis, Cerkev Marije Brezmadežne, 2022
Več: info@loski-muzej.si, 04 517 04 00
"
Dolgo 19. stoletje: Škofja Loka od leta 1803 do 1914,10. maj 2024,"Škofja Loka info@loski-muzej.si, 04 517 04 00 Kulturna prireditev ","Razstava skozi izbrana poglavja prikazuje utrip življenja in razvoj Škofje Loke, Selške in Poljanske doline z Žirmi od leta 1803, ko je bilo Loško gospostvo podržavljeno, do leta 1914, ko se je začela prva svetovna vojna. Posamezni tematski sklopi se med sabo prepletajo in so umeščeni v širši kontekst velikih zgodovinskih prelomnic avstrijske monarhije, evropskega prostora in nenazadnje sveta.
»Dolgo 19. stoletje« na Loškem je tako zaobjeto s predstavitvijo upravnih sprememb v Ilirskih provincah in avstrijski monarhiji, kulta cesarja, velike revolucije imenovane 'pomlad narodov', društvenega življenja, izzivov na kmetijskem in gospodarskem področju, delovanja šolstva in zdravstva, naravnih katastrof ter vsakdanjega življenja, ki je bilo neločljivo prepleteno s cerkvenim koledarjem in prazniki.

V prizadevanjih za povečevanje dostopnosti razstavnih vsebin, so besedila prevedena v lahko branje in brajico, video vsebine podnaslovljene, posebej označeni predmeti pa so na voljo za dotik.

Vabljeni!

Foto: Veduta Škofje Loke, Wagnerjeve vedute Kranjske, 1842–1848
Več: info@loski-muzej.si, 04 517 04 00
"
"Ophéliejino odkrivanje Škofje Loke skozi oči Toneta Mlakarja, razstava fotografij mesta med letoma 1950 in 1970 in leta 2022",11. maj 2024,"Škofja Loka Okrogli stolp, Loški muzej Škofja Loka Kulturni dogodek ","Razstava predstavlja podobe škofjeloške stavbne in urbanistične kulturne dediščine nekoč in danes. Vključuje nabor fotografij iz arhiva Toneta Mlakarja, ki je več kot pet desetletij beležil kroniko Škofje Loke, njene arhitekture in prebivalcev, urbane in podeželske kulturne krajine. Barvne fotografije na razstavi je posnela Ophélie Chapuis iz Francije, študentka umetnostne zgodovine, kulturnega posredovanja in kuriranja razstav na Univerzi v Toursu, ki je bila prostovoljka v okviru Zavoda O v Škofji Loki. V tem času je delala tudi v Loškem muzeju, kjer sta ji nekdanji vodja projektov Branka Gradišar in kustosinja Nina Misson predlagali, da med digitaliziranjem arhiva Toneta Mlakarja pripravi izbor fotografij Škofje Loke in izbrane fotografije tudi sama poustvari. V muzeju smo želeli s tem hkrati spodbuditi drugačne načine raziskovanja stavbne dediščine Škofje Loke: Ophélie Chapuis, le kratek čas živeča v Loki, tako rekoč turistka, se je odpravila po mestnih ulicah v iskanju zgodovine, ki jo je v objektiv ujel Tone Mlakar.

Vabljeni!

Foto: 
Levo: Tone Mlakar, Cerkev Marije Brezmadežne, ok. 1960
Desno: Ophélie Chapuis, Cerkev Marije Brezmadežne, 2022
Več: info@loski-muzej.si, 04 517 04 00
"
Dolgo 19. stoletje: Škofja Loka od leta 1803 do 1914,11. maj 2024,"Škofja Loka info@loski-muzej.si, 04 517 04 00 Kulturna prireditev ","Razstava skozi izbrana poglavja prikazuje utrip življenja in razvoj Škofje Loke, Selške in Poljanske doline z Žirmi od leta 1803, ko je bilo Loško gospostvo podržavljeno, do leta 1914, ko se je začela prva svetovna vojna. Posamezni tematski sklopi se med sabo prepletajo in so umeščeni v širši kontekst velikih zgodovinskih prelomnic avstrijske monarhije, evropskega prostora in nenazadnje sveta.
»Dolgo 19. stoletje« na Loškem je tako zaobjeto s predstavitvijo upravnih sprememb v Ilirskih provincah in avstrijski monarhiji, kulta cesarja, velike revolucije imenovane 'pomlad narodov', društvenega življenja, izzivov na kmetijskem in gospodarskem področju, delovanja šolstva in zdravstva, naravnih katastrof ter vsakdanjega življenja, ki je bilo neločljivo prepleteno s cerkvenim koledarjem in prazniki.

V prizadevanjih za povečevanje dostopnosti razstavnih vsebin, so besedila prevedena v lahko branje in brajico, video vsebine podnaslovljene, posebej označeni predmeti pa so na voljo za dotik.

Vabljeni!

Foto: Veduta Škofje Loke, Wagnerjeve vedute Kranjske, 1842–1848
Več: info@loski-muzej.si, 04 517 04 00
"
"Ophéliejino odkrivanje Škofje Loke skozi oči Toneta Mlakarja, razstava fotografij mesta med letoma 1950 in 1970 in leta 2022",12. maj 2024,"Škofja Loka Okrogli stolp, Loški muzej Škofja Loka Kulturni dogodek ","Razstava predstavlja podobe škofjeloške stavbne in urbanistične kulturne dediščine nekoč in danes. Vključuje nabor fotografij iz arhiva Toneta Mlakarja, ki je več kot pet desetletij beležil kroniko Škofje Loke, njene arhitekture in prebivalcev, urbane in podeželske kulturne krajine. Barvne fotografije na razstavi je posnela Ophélie Chapuis iz Francije, študentka umetnostne zgodovine, kulturnega posredovanja in kuriranja razstav na Univerzi v Toursu, ki je bila prostovoljka v okviru Zavoda O v Škofji Loki. V tem času je delala tudi v Loškem muzeju, kjer sta ji nekdanji vodja projektov Branka Gradišar in kustosinja Nina Misson predlagali, da med digitaliziranjem arhiva Toneta Mlakarja pripravi izbor fotografij Škofje Loke in izbrane fotografije tudi sama poustvari. V muzeju smo želeli s tem hkrati spodbuditi drugačne načine raziskovanja stavbne dediščine Škofje Loke: Ophélie Chapuis, le kratek čas živeča v Loki, tako rekoč turistka, se je odpravila po mestnih ulicah v iskanju zgodovine, ki jo je v objektiv ujel Tone Mlakar.

Vabljeni!

Foto: 
Levo: Tone Mlakar, Cerkev Marije Brezmadežne, ok. 1960
Desno: Ophélie Chapuis, Cerkev Marije Brezmadežne, 2022
Več: info@loski-muzej.si, 04 517 04 00
"
Dolgo 19. stoletje: Škofja Loka od leta 1803 do 1914,12. maj 2024,"Škofja Loka info@loski-muzej.si, 04 517 04 00 Kulturna prireditev ","Razstava skozi izbrana poglavja prikazuje utrip življenja in razvoj Škofje Loke, Selške in Poljanske doline z Žirmi od leta 1803, ko je bilo Loško gospostvo podržavljeno, do leta 1914, ko se je začela prva svetovna vojna. Posamezni tematski sklopi se med sabo prepletajo in so umeščeni v širši kontekst velikih zgodovinskih prelomnic avstrijske monarhije, evropskega prostora in nenazadnje sveta.
»Dolgo 19. stoletje« na Loškem je tako zaobjeto s predstavitvijo upravnih sprememb v Ilirskih provincah in avstrijski monarhiji, kulta cesarja, velike revolucije imenovane 'pomlad narodov', društvenega življenja, izzivov na kmetijskem in gospodarskem področju, delovanja šolstva in zdravstva, naravnih katastrof ter vsakdanjega življenja, ki je bilo neločljivo prepleteno s cerkvenim koledarjem in prazniki.

V prizadevanjih za povečevanje dostopnosti razstavnih vsebin, so besedila prevedena v lahko branje in brajico, video vsebine podnaslovljene, posebej označeni predmeti pa so na voljo za dotik.

Vabljeni!

Foto: Veduta Škofje Loke, Wagnerjeve vedute Kranjske, 1842–1848
Več: info@loski-muzej.si, 04 517 04 00
"
"Ophéliejino odkrivanje Škofje Loke skozi oči Toneta Mlakarja, razstava fotografij mesta med letoma 1950 in 1970 in leta 2022",13. maj 2024,"Škofja Loka Okrogli stolp, Loški muzej Škofja Loka Kulturni dogodek ","Razstava predstavlja podobe škofjeloške stavbne in urbanistične kulturne dediščine nekoč in danes. Vključuje nabor fotografij iz arhiva Toneta Mlakarja, ki je več kot pet desetletij beležil kroniko Škofje Loke, njene arhitekture in prebivalcev, urbane in podeželske kulturne krajine. Barvne fotografije na razstavi je posnela Ophélie Chapuis iz Francije, študentka umetnostne zgodovine, kulturnega posredovanja in kuriranja razstav na Univerzi v Toursu, ki je bila prostovoljka v okviru Zavoda O v Škofji Loki. V tem času je delala tudi v Loškem muzeju, kjer sta ji nekdanji vodja projektov Branka Gradišar in kustosinja Nina Misson predlagali, da med digitaliziranjem arhiva Toneta Mlakarja pripravi izbor fotografij Škofje Loke in izbrane fotografije tudi sama poustvari. V muzeju smo želeli s tem hkrati spodbuditi drugačne načine raziskovanja stavbne dediščine Škofje Loke: Ophélie Chapuis, le kratek čas živeča v Loki, tako rekoč turistka, se je odpravila po mestnih ulicah v iskanju zgodovine, ki jo je v objektiv ujel Tone Mlakar.

Vabljeni!

Foto: 
Levo: Tone Mlakar, Cerkev Marije Brezmadežne, ok. 1960
Desno: Ophélie Chapuis, Cerkev Marije Brezmadežne, 2022
Več: info@loski-muzej.si, 04 517 04 00
"
Dolgo 19. stoletje: Škofja Loka od leta 1803 do 1914,13. maj 2024,"Škofja Loka info@loski-muzej.si, 04 517 04 00 Kulturna prireditev ","Razstava skozi izbrana poglavja prikazuje utrip življenja in razvoj Škofje Loke, Selške in Poljanske doline z Žirmi od leta 1803, ko je bilo Loško gospostvo podržavljeno, do leta 1914, ko se je začela prva svetovna vojna. Posamezni tematski sklopi se med sabo prepletajo in so umeščeni v širši kontekst velikih zgodovinskih prelomnic avstrijske monarhije, evropskega prostora in nenazadnje sveta.
»Dolgo 19. stoletje« na Loškem je tako zaobjeto s predstavitvijo upravnih sprememb v Ilirskih provincah in avstrijski monarhiji, kulta cesarja, velike revolucije imenovane 'pomlad narodov', društvenega življenja, izzivov na kmetijskem in gospodarskem področju, delovanja šolstva in zdravstva, naravnih katastrof ter vsakdanjega življenja, ki je bilo neločljivo prepleteno s cerkvenim koledarjem in prazniki.

V prizadevanjih za povečevanje dostopnosti razstavnih vsebin, so besedila prevedena v lahko branje in brajico, video vsebine podnaslovljene, posebej označeni predmeti pa so na voljo za dotik.

Vabljeni!

Foto: Veduta Škofje Loke, Wagnerjeve vedute Kranjske, 1842–1848
Več: info@loski-muzej.si, 04 517 04 00
"
"Ophéliejino odkrivanje Škofje Loke skozi oči Toneta Mlakarja, razstava fotografij mesta med letoma 1950 in 1970 in leta 2022",14. maj 2024,"Škofja Loka Okrogli stolp, Loški muzej Škofja Loka Kulturni dogodek ","Razstava predstavlja podobe škofjeloške stavbne in urbanistične kulturne dediščine nekoč in danes. Vključuje nabor fotografij iz arhiva Toneta Mlakarja, ki je več kot pet desetletij beležil kroniko Škofje Loke, njene arhitekture in prebivalcev, urbane in podeželske kulturne krajine. Barvne fotografije na razstavi je posnela Ophélie Chapuis iz Francije, študentka umetnostne zgodovine, kulturnega posredovanja in kuriranja razstav na Univerzi v Toursu, ki je bila prostovoljka v okviru Zavoda O v Škofji Loki. V tem času je delala tudi v Loškem muzeju, kjer sta ji nekdanji vodja projektov Branka Gradišar in kustosinja Nina Misson predlagali, da med digitaliziranjem arhiva Toneta Mlakarja pripravi izbor fotografij Škofje Loke in izbrane fotografije tudi sama poustvari. V muzeju smo želeli s tem hkrati spodbuditi drugačne načine raziskovanja stavbne dediščine Škofje Loke: Ophélie Chapuis, le kratek čas živeča v Loki, tako rekoč turistka, se je odpravila po mestnih ulicah v iskanju zgodovine, ki jo je v objektiv ujel Tone Mlakar.

Vabljeni!

Foto: 
Levo: Tone Mlakar, Cerkev Marije Brezmadežne, ok. 1960
Desno: Ophélie Chapuis, Cerkev Marije Brezmadežne, 2022
Več: info@loski-muzej.si, 04 517 04 00
"
Dolgo 19. stoletje: Škofja Loka od leta 1803 do 1914,14. maj 2024,"Škofja Loka info@loski-muzej.si, 04 517 04 00 Kulturna prireditev ","Razstava skozi izbrana poglavja prikazuje utrip življenja in razvoj Škofje Loke, Selške in Poljanske doline z Žirmi od leta 1803, ko je bilo Loško gospostvo podržavljeno, do leta 1914, ko se je začela prva svetovna vojna. Posamezni tematski sklopi se med sabo prepletajo in so umeščeni v širši kontekst velikih zgodovinskih prelomnic avstrijske monarhije, evropskega prostora in nenazadnje sveta.
»Dolgo 19. stoletje« na Loškem je tako zaobjeto s predstavitvijo upravnih sprememb v Ilirskih provincah in avstrijski monarhiji, kulta cesarja, velike revolucije imenovane 'pomlad narodov', društvenega življenja, izzivov na kmetijskem in gospodarskem področju, delovanja šolstva in zdravstva, naravnih katastrof ter vsakdanjega življenja, ki je bilo neločljivo prepleteno s cerkvenim koledarjem in prazniki.

V prizadevanjih za povečevanje dostopnosti razstavnih vsebin, so besedila prevedena v lahko branje in brajico, video vsebine podnaslovljene, posebej označeni predmeti pa so na voljo za dotik.

Vabljeni!

Foto: Veduta Škofje Loke, Wagnerjeve vedute Kranjske, 1842–1848
Več: info@loski-muzej.si, 04 517 04 00
"
"Ophéliejino odkrivanje Škofje Loke skozi oči Toneta Mlakarja, razstava fotografij mesta med letoma 1950 in 1970 in leta 2022",15. maj 2024,"Škofja Loka Okrogli stolp, Loški muzej Škofja Loka Kulturni dogodek ","Razstava predstavlja podobe škofjeloške stavbne in urbanistične kulturne dediščine nekoč in danes. Vključuje nabor fotografij iz arhiva Toneta Mlakarja, ki je več kot pet desetletij beležil kroniko Škofje Loke, njene arhitekture in prebivalcev, urbane in podeželske kulturne krajine. Barvne fotografije na razstavi je posnela Ophélie Chapuis iz Francije, študentka umetnostne zgodovine, kulturnega posredovanja in kuriranja razstav na Univerzi v Toursu, ki je bila prostovoljka v okviru Zavoda O v Škofji Loki. V tem času je delala tudi v Loškem muzeju, kjer sta ji nekdanji vodja projektov Branka Gradišar in kustosinja Nina Misson predlagali, da med digitaliziranjem arhiva Toneta Mlakarja pripravi izbor fotografij Škofje Loke in izbrane fotografije tudi sama poustvari. V muzeju smo želeli s tem hkrati spodbuditi drugačne načine raziskovanja stavbne dediščine Škofje Loke: Ophélie Chapuis, le kratek čas živeča v Loki, tako rekoč turistka, se je odpravila po mestnih ulicah v iskanju zgodovine, ki jo je v objektiv ujel Tone Mlakar.

Vabljeni!

Foto: 
Levo: Tone Mlakar, Cerkev Marije Brezmadežne, ok. 1960
Desno: Ophélie Chapuis, Cerkev Marije Brezmadežne, 2022
Več: info@loski-muzej.si, 04 517 04 00
"
Dolgo 19. stoletje: Škofja Loka od leta 1803 do 1914,15. maj 2024,"Škofja Loka info@loski-muzej.si, 04 517 04 00 Kulturna prireditev ","Razstava skozi izbrana poglavja prikazuje utrip življenja in razvoj Škofje Loke, Selške in Poljanske doline z Žirmi od leta 1803, ko je bilo Loško gospostvo podržavljeno, do leta 1914, ko se je začela prva svetovna vojna. Posamezni tematski sklopi se med sabo prepletajo in so umeščeni v širši kontekst velikih zgodovinskih prelomnic avstrijske monarhije, evropskega prostora in nenazadnje sveta.
»Dolgo 19. stoletje« na Loškem je tako zaobjeto s predstavitvijo upravnih sprememb v Ilirskih provincah in avstrijski monarhiji, kulta cesarja, velike revolucije imenovane 'pomlad narodov', društvenega življenja, izzivov na kmetijskem in gospodarskem področju, delovanja šolstva in zdravstva, naravnih katastrof ter vsakdanjega življenja, ki je bilo neločljivo prepleteno s cerkvenim koledarjem in prazniki.

V prizadevanjih za povečevanje dostopnosti razstavnih vsebin, so besedila prevedena v lahko branje in brajico, video vsebine podnaslovljene, posebej označeni predmeti pa so na voljo za dotik.

Vabljeni!

Foto: Veduta Škofje Loke, Wagnerjeve vedute Kranjske, 1842–1848
Več: info@loski-muzej.si, 04 517 04 00
"
"Ophéliejino odkrivanje Škofje Loke skozi oči Toneta Mlakarja, razstava fotografij mesta med letoma 1950 in 1970 in leta 2022",16. maj 2024,"Škofja Loka Okrogli stolp, Loški muzej Škofja Loka Kulturni dogodek ","Razstava predstavlja podobe škofjeloške stavbne in urbanistične kulturne dediščine nekoč in danes. Vključuje nabor fotografij iz arhiva Toneta Mlakarja, ki je več kot pet desetletij beležil kroniko Škofje Loke, njene arhitekture in prebivalcev, urbane in podeželske kulturne krajine. Barvne fotografije na razstavi je posnela Ophélie Chapuis iz Francije, študentka umetnostne zgodovine, kulturnega posredovanja in kuriranja razstav na Univerzi v Toursu, ki je bila prostovoljka v okviru Zavoda O v Škofji Loki. V tem času je delala tudi v Loškem muzeju, kjer sta ji nekdanji vodja projektov Branka Gradišar in kustosinja Nina Misson predlagali, da med digitaliziranjem arhiva Toneta Mlakarja pripravi izbor fotografij Škofje Loke in izbrane fotografije tudi sama poustvari. V muzeju smo želeli s tem hkrati spodbuditi drugačne načine raziskovanja stavbne dediščine Škofje Loke: Ophélie Chapuis, le kratek čas živeča v Loki, tako rekoč turistka, se je odpravila po mestnih ulicah v iskanju zgodovine, ki jo je v objektiv ujel Tone Mlakar.

Vabljeni!

Foto: 
Levo: Tone Mlakar, Cerkev Marije Brezmadežne, ok. 1960
Desno: Ophélie Chapuis, Cerkev Marije Brezmadežne, 2022
Več: info@loski-muzej.si, 04 517 04 00
"
Dolgo 19. stoletje: Škofja Loka od leta 1803 do 1914,16. maj 2024,"Škofja Loka info@loski-muzej.si, 04 517 04 00 Kulturna prireditev ","Razstava skozi izbrana poglavja prikazuje utrip življenja in razvoj Škofje Loke, Selške in Poljanske doline z Žirmi od leta 1803, ko je bilo Loško gospostvo podržavljeno, do leta 1914, ko se je začela prva svetovna vojna. Posamezni tematski sklopi se med sabo prepletajo in so umeščeni v širši kontekst velikih zgodovinskih prelomnic avstrijske monarhije, evropskega prostora in nenazadnje sveta.
»Dolgo 19. stoletje« na Loškem je tako zaobjeto s predstavitvijo upravnih sprememb v Ilirskih provincah in avstrijski monarhiji, kulta cesarja, velike revolucije imenovane 'pomlad narodov', društvenega življenja, izzivov na kmetijskem in gospodarskem področju, delovanja šolstva in zdravstva, naravnih katastrof ter vsakdanjega življenja, ki je bilo neločljivo prepleteno s cerkvenim koledarjem in prazniki.

V prizadevanjih za povečevanje dostopnosti razstavnih vsebin, so besedila prevedena v lahko branje in brajico, video vsebine podnaslovljene, posebej označeni predmeti pa so na voljo za dotik.

Vabljeni!

Foto: Veduta Škofje Loke, Wagnerjeve vedute Kranjske, 1842–1848
Več: info@loski-muzej.si, 04 517 04 00
"
"Ophéliejino odkrivanje Škofje Loke skozi oči Toneta Mlakarja, razstava fotografij mesta med letoma 1950 in 1970 in leta 2022",17. maj 2024,"Škofja Loka Okrogli stolp, Loški muzej Škofja Loka Kulturni dogodek ","Razstava predstavlja podobe škofjeloške stavbne in urbanistične kulturne dediščine nekoč in danes. Vključuje nabor fotografij iz arhiva Toneta Mlakarja, ki je več kot pet desetletij beležil kroniko Škofje Loke, njene arhitekture in prebivalcev, urbane in podeželske kulturne krajine. Barvne fotografije na razstavi je posnela Ophélie Chapuis iz Francije, študentka umetnostne zgodovine, kulturnega posredovanja in kuriranja razstav na Univerzi v Toursu, ki je bila prostovoljka v okviru Zavoda O v Škofji Loki. V tem času je delala tudi v Loškem muzeju, kjer sta ji nekdanji vodja projektov Branka Gradišar in kustosinja Nina Misson predlagali, da med digitaliziranjem arhiva Toneta Mlakarja pripravi izbor fotografij Škofje Loke in izbrane fotografije tudi sama poustvari. V muzeju smo želeli s tem hkrati spodbuditi drugačne načine raziskovanja stavbne dediščine Škofje Loke: Ophélie Chapuis, le kratek čas živeča v Loki, tako rekoč turistka, se je odpravila po mestnih ulicah v iskanju zgodovine, ki jo je v objektiv ujel Tone Mlakar.

Vabljeni!

Foto: 
Levo: Tone Mlakar, Cerkev Marije Brezmadežne, ok. 1960
Desno: Ophélie Chapuis, Cerkev Marije Brezmadežne, 2022
Več: info@loski-muzej.si, 04 517 04 00
"
Dolgo 19. stoletje: Škofja Loka od leta 1803 do 1914,17. maj 2024,"Škofja Loka info@loski-muzej.si, 04 517 04 00 Kulturna prireditev ","Razstava skozi izbrana poglavja prikazuje utrip življenja in razvoj Škofje Loke, Selške in Poljanske doline z Žirmi od leta 1803, ko je bilo Loško gospostvo podržavljeno, do leta 1914, ko se je začela prva svetovna vojna. Posamezni tematski sklopi se med sabo prepletajo in so umeščeni v širši kontekst velikih zgodovinskih prelomnic avstrijske monarhije, evropskega prostora in nenazadnje sveta.
»Dolgo 19. stoletje« na Loškem je tako zaobjeto s predstavitvijo upravnih sprememb v Ilirskih provincah in avstrijski monarhiji, kulta cesarja, velike revolucije imenovane 'pomlad narodov', društvenega življenja, izzivov na kmetijskem in gospodarskem področju, delovanja šolstva in zdravstva, naravnih katastrof ter vsakdanjega življenja, ki je bilo neločljivo prepleteno s cerkvenim koledarjem in prazniki.

V prizadevanjih za povečevanje dostopnosti razstavnih vsebin, so besedila prevedena v lahko branje in brajico, video vsebine podnaslovljene, posebej označeni predmeti pa so na voljo za dotik.

Vabljeni!

Foto: Veduta Škofje Loke, Wagnerjeve vedute Kranjske, 1842–1848
Več: info@loski-muzej.si, 04 517 04 00
"
"Ophéliejino odkrivanje Škofje Loke skozi oči Toneta Mlakarja, razstava fotografij mesta med letoma 1950 in 1970 in leta 2022",18. maj 2024,"Škofja Loka Okrogli stolp, Loški muzej Škofja Loka Kulturni dogodek ","Razstava predstavlja podobe škofjeloške stavbne in urbanistične kulturne dediščine nekoč in danes. Vključuje nabor fotografij iz arhiva Toneta Mlakarja, ki je več kot pet desetletij beležil kroniko Škofje Loke, njene arhitekture in prebivalcev, urbane in podeželske kulturne krajine. Barvne fotografije na razstavi je posnela Ophélie Chapuis iz Francije, študentka umetnostne zgodovine, kulturnega posredovanja in kuriranja razstav na Univerzi v Toursu, ki je bila prostovoljka v okviru Zavoda O v Škofji Loki. V tem času je delala tudi v Loškem muzeju, kjer sta ji nekdanji vodja projektov Branka Gradišar in kustosinja Nina Misson predlagali, da med digitaliziranjem arhiva Toneta Mlakarja pripravi izbor fotografij Škofje Loke in izbrane fotografije tudi sama poustvari. V muzeju smo želeli s tem hkrati spodbuditi drugačne načine raziskovanja stavbne dediščine Škofje Loke: Ophélie Chapuis, le kratek čas živeča v Loki, tako rekoč turistka, se je odpravila po mestnih ulicah v iskanju zgodovine, ki jo je v objektiv ujel Tone Mlakar.

Vabljeni!

Foto: 
Levo: Tone Mlakar, Cerkev Marije Brezmadežne, ok. 1960
Desno: Ophélie Chapuis, Cerkev Marije Brezmadežne, 2022
Več: info@loski-muzej.si, 04 517 04 00
"
Dolgo 19. stoletje: Škofja Loka od leta 1803 do 1914,18. maj 2024,"Škofja Loka info@loski-muzej.si, 04 517 04 00 Kulturna prireditev ","Razstava skozi izbrana poglavja prikazuje utrip življenja in razvoj Škofje Loke, Selške in Poljanske doline z Žirmi od leta 1803, ko je bilo Loško gospostvo podržavljeno, do leta 1914, ko se je začela prva svetovna vojna. Posamezni tematski sklopi se med sabo prepletajo in so umeščeni v širši kontekst velikih zgodovinskih prelomnic avstrijske monarhije, evropskega prostora in nenazadnje sveta.
»Dolgo 19. stoletje« na Loškem je tako zaobjeto s predstavitvijo upravnih sprememb v Ilirskih provincah in avstrijski monarhiji, kulta cesarja, velike revolucije imenovane 'pomlad narodov', društvenega življenja, izzivov na kmetijskem in gospodarskem področju, delovanja šolstva in zdravstva, naravnih katastrof ter vsakdanjega življenja, ki je bilo neločljivo prepleteno s cerkvenim koledarjem in prazniki.

V prizadevanjih za povečevanje dostopnosti razstavnih vsebin, so besedila prevedena v lahko branje in brajico, video vsebine podnaslovljene, posebej označeni predmeti pa so na voljo za dotik.

Vabljeni!

Foto: Veduta Škofje Loke, Wagnerjeve vedute Kranjske, 1842–1848
Več: info@loski-muzej.si, 04 517 04 00
"
"Ophéliejino odkrivanje Škofje Loke skozi oči Toneta Mlakarja, razstava fotografij mesta med letoma 1950 in 1970 in leta 2022",19. maj 2024,"Škofja Loka Okrogli stolp, Loški muzej Škofja Loka Kulturni dogodek ","Razstava predstavlja podobe škofjeloške stavbne in urbanistične kulturne dediščine nekoč in danes. Vključuje nabor fotografij iz arhiva Toneta Mlakarja, ki je več kot pet desetletij beležil kroniko Škofje Loke, njene arhitekture in prebivalcev, urbane in podeželske kulturne krajine. Barvne fotografije na razstavi je posnela Ophélie Chapuis iz Francije, študentka umetnostne zgodovine, kulturnega posredovanja in kuriranja razstav na Univerzi v Toursu, ki je bila prostovoljka v okviru Zavoda O v Škofji Loki. V tem času je delala tudi v Loškem muzeju, kjer sta ji nekdanji vodja projektov Branka Gradišar in kustosinja Nina Misson predlagali, da med digitaliziranjem arhiva Toneta Mlakarja pripravi izbor fotografij Škofje Loke in izbrane fotografije tudi sama poustvari. V muzeju smo želeli s tem hkrati spodbuditi drugačne načine raziskovanja stavbne dediščine Škofje Loke: Ophélie Chapuis, le kratek čas živeča v Loki, tako rekoč turistka, se je odpravila po mestnih ulicah v iskanju zgodovine, ki jo je v objektiv ujel Tone Mlakar.

Vabljeni!

Foto: 
Levo: Tone Mlakar, Cerkev Marije Brezmadežne, ok. 1960
Desno: Ophélie Chapuis, Cerkev Marije Brezmadežne, 2022
Več: info@loski-muzej.si, 04 517 04 00
"
Dolgo 19. stoletje: Škofja Loka od leta 1803 do 1914,19. maj 2024,"Škofja Loka info@loski-muzej.si, 04 517 04 00 Kulturna prireditev ","Razstava skozi izbrana poglavja prikazuje utrip življenja in razvoj Škofje Loke, Selške in Poljanske doline z Žirmi od leta 1803, ko je bilo Loško gospostvo podržavljeno, do leta 1914, ko se je začela prva svetovna vojna. Posamezni tematski sklopi se med sabo prepletajo in so umeščeni v širši kontekst velikih zgodovinskih prelomnic avstrijske monarhije, evropskega prostora in nenazadnje sveta.
»Dolgo 19. stoletje« na Loškem je tako zaobjeto s predstavitvijo upravnih sprememb v Ilirskih provincah in avstrijski monarhiji, kulta cesarja, velike revolucije imenovane 'pomlad narodov', društvenega življenja, izzivov na kmetijskem in gospodarskem področju, delovanja šolstva in zdravstva, naravnih katastrof ter vsakdanjega življenja, ki je bilo neločljivo prepleteno s cerkvenim koledarjem in prazniki.

V prizadevanjih za povečevanje dostopnosti razstavnih vsebin, so besedila prevedena v lahko branje in brajico, video vsebine podnaslovljene, posebej označeni predmeti pa so na voljo za dotik.

Vabljeni!

Foto: Veduta Škofje Loke, Wagnerjeve vedute Kranjske, 1842–1848
Več: info@loski-muzej.si, 04 517 04 00
"
